dummy,newshead,date,office,title,attacker,advantage,Evaluated,namming,partiality,Sum,URL
_,2100201.202,20201211,머니투데이,"박원순 前여비서 ""세상 모든 딸 위한 판결 해달라"" 검찰 '8년 구형'",남성,0,0,0,1,1,http://news.moneytoday.co.kr/view/mtview.php?no=2020121109254187545&type=2
_,2100311.202,20201211,서울경제,"'동료 성폭행' 前서울시장 비서실 직원, 檢 징역 8년 구형",남성,0,0,0,0,0,http://www.sedaily.com/NewsView/1ZBN3N096C
_,2100201.202,20201211,머니투데이,"""나 산부인과 의사야"" 지식인 행세로 미성년자 성폭행, 징역 23년",남성,1,0,0,0,1,http://news.moneytoday.co.kr/view/mtview.php?no=2020121106145780286&type=2
_,1100901.202,20201211,중앙일보,성폭행 피해 전 서울시 비서실 직원 “모든 딸 위한 판결” 호소 검찰 징역 8년 구형,남성,0,0,0,0,0,https://news.joins.com/article/olink/23537559
_,2100851.202,20201211,아주경제,검찰 '동료성폭행' 前서울시장 의전직원 징역8년 구형,남성,0,0,0,0,0,http://www.ajunews.com/view/20201210181530310
_,1100901.202,20201211,중앙일보,"3대 영화제 휩쓸었지만 '미투' 오명 ""코로나 사망"" 김기덕은",남성,1,1,1,0,3,https://news.joins.com/article/olink/23538397
_,1500601.202,20201211,매일신문,여배우 베드신 강요? 김기덕 과거 '미투'논란 뭐길래,남성,1,0,1,0,2,https://news.imaeil.com/Culture/2020121121442137064
_,2100601.202,20201211,한국경제,'사망' 김기덕 감독 누구 세계 3대 영화제 수상 '미투' 이후 해외 체류,남성,1,1,1,0,3,https://www.hankyung.com/entertainment/article/202012110707H
_,8100101.202,20201210,KBS,특수강간 혐의 60대 ‘무죄’ 확정 “증거 오염 가능성”,남성,1,0,0,0,1,http://news.kbs.co.kr/news/view.do?ncd=5068748&amp;ref=DA
_,1100901.202,20201210,중앙일보,“제도 개선보다 사과 먼저 해라” ‘박원순 사건’ 피해자 측 촉구,남성,0,0,1,0,1,https://news.joins.com/article/olink/23537455
_,1100901.202,20201210,중앙일보,“피고인 딸과 세상 모든 딸을 위한 판결 해달라” 동료 성폭행 혐의 서울시 직원에 징역 8년 구형,남성,0,0,0,0,0,https://news.joins.com/article/olink/23537436
_,8100401.202,20201210,YTN,"검찰, 동료 성폭행한 前 서울시장 비서실 직원에 징역 8년 구형",남성,0,0,0,0,0,https://www.ytn.co.kr/_ln/0103_202012101822129387
_,2100701.202,20201210,헤럴드경제,‘동료 성폭행’ 前서울시장 비서실 직원 징역 8년 구형,남성,0,0,0,0,0,http://biz.heraldcorp.com/view.php?ud=20201210001009
_,1500601.202,20201210,매일신문,'동료 성폭행 前서울시장 비서실 직원 징역 8년 구형,남성,0,0,0,0,0,https://news.imaeil.com/Prosecution/2020121018112888752
_,1100611.202,20201210,서울신문,박원순 피해자 성폭행 혐의 비서실 직원에 징역 8년 구형,남성,0,0,1,0,1,http://www.seoul.co.kr/news/newsView.php?id=20201210500213
_,2100801.202,20201210,아시아경제,"檢, '동료 성폭행' 前 서울시장 비서실 직원에 징역 8년 구형",남성,0,0,0,0,0,https://www.asiae.co.kr/article/2020121017444363374
_,1100901.202,20201210,중앙일보,검찰 '성폭행 혐의' 서울시장 비서실 직원에 징역 8년 구형,남성,0,0,0,0,0,https://news.joins.com/article/olink/23537379
_,1100701.202,20201210,세계일보,"""내가 의사야 상담해 줄게"" 의사 사칭해 청소년 성폭행한 30대",남성,0,0,0,0,0,http://www.segye.com/content/html/2020/12/10/20201210521761.html
_,1100101.202,20201210,경향신문,산부인과 의사 행세하며 미성년자에 상습 성폭력 남성 ‘징역 23년’,남성,0,0,0,0,0,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202012101706001&code=940301
_,1500601.202,20201210,매일신문,"의사 사칭, 낙태 고민 미성년자 성적학대 30대 '징역 23년'",남성,0,0,0,0,0,https://news.imaeil.com/Society/2020121016092571928
_,2100701.202,20201210,헤럴드경제,“원하는 것 줄게” SNS로 10대 꾀어 성폭행 성착취물 제작한 20대 ‘징역 20년’,남성,0,0,0,0,0,http://biz.heraldcorp.com/view.php?ud=20201210000769
_,1700201.202,20201210,한라일보,미성년자 성착취물 제작 유포한 '배준환 사부' 징역 20년,남성,0,0,0,0,0,http://www.ihalla.com/article.php?aid=1607568463698184044
_,2100201.202,20201210,머니투데이,"'n번방 사건'에도 10대 성착취물 제작, 성폭행 20대 징역 20년",남성,0,0,0,0,0,http://news.moneytoday.co.kr/view/mtview.php?no=2020121010525414136&type=2
_,2100101.202,20201209,매일경제,1심 무죄 2심 유죄 `강간상황극 실행남` 대법원 상고,남성,0,0,1,-1,0,http://news.mk.co.kr/newsRead.php?no=1263599&year=2020
_,2100701.202,20201209,헤럴드경제,‘강간 상황극 실행男’ 무죄→유죄 뒤집히자 대법원 상고,남성,0,0,1,-1,0,http://biz.heraldcorp.com/view.php?ud=20201209000146
_,1100801.202,20201209,조선일보,"“강간 상황극에 속았다” 성폭행 무죄서 유죄된 남성, 대법원 상고",남성,1,0,1,0,2,https://www.chosun.com/national/court_law/2020/12/09/A76N3QCCORCKNGPS3EQMLEWZEU/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
_,1100611.202,20201209,서울신문,“강간상황극에 속았다” 1심 무죄→2심 유죄...男 대법원 상고,남성,1,0,1,-1,1,http://www.seoul.co.kr/news/newsView.php?id=20201209500008
_,2100101.202,20201209,매일경제,1심 무죄 `강간상황극 실행남` 2심서 판결 뒤집히자 상고,남성,1,0,1,-1,1,http://news.mk.co.kr/newsRead.php?no=1263078&year=2020
_,1100901.202,20201209,중앙일보,"""강간 상황극 속았다"" 무죄→유죄 뒤집힌 실행男 대법원 상고",남성,1,0,1,-1,1,https://news.joins.com/article/olink/23535751
_,1100201.202,20201207,국민일보,미성년 꼬드겨 성폭행한 BJ 공포의 ‘온라인 그루밍’,남성,0,0,0,0,0,http://news.kmib.co.kr/article/view.asp?arcid=0015294144&code=61121211&cp=kd
_,1100201.202,20201207,국민일보,“괜찮다” 말에 합의 성관계 판단 대법원서 뒤집혀,남성,1,0,1,0,2,http://news.kmib.co.kr/article/view.asp?arcid=0924168240&code=11131200
_,1400201.202,20201206,대전일보,1심서 무죄 받은 강간상황극 실행 남성 항소심서 실형,남성,1,0,1,-1,1,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1450195
_,1100611.202,20201206,서울신문,성폭행 피해학생 발견 후 또 성폭행한 육군 하사,남성,0,0,0,0,0,http://www.seoul.co.kr/news/newsView.php?id=20201206500085
_,1100401.202,20201206,동아일보,"술 취한 상태서 성폭행 당한 미성년 “‘괜찮다’ 말, 성관계 동의 아냐”",남성,1,0,0,0,1,https://www.donga.com/news/article/all/20201206/104312020/1
_,1100101.202,20201206,경향신문,“성폭행당한 뒤 ‘괜찮다’ 말했다고 성관계 동의한 것으로 볼 수 없어”,남성,1,0,0,0,1,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202012061542001&code=940301
_,8200101.202,20201206,OBS,"대법 ""성폭행 피해 뒤 '괜찮다' 말했다고 동의 아냐""",남성,1,0,0,0,1,http://www.obsnews.co.kr/news/articleView.html?idxno=1243675
_,2100101.202,20201206,매일경제,"대법 ""성폭행 피해자의 괜찮다는 말, 성관계 동의로 볼 수 없다""",남성,1,0,0,0,1,http://news.mk.co.kr/newsRead.php?no=1252716&year=2020
_,1101001.202,20201206,한겨레,대법 “성폭행 피해 뒤 ‘괜찮다’ 했어도 동의로 볼 수 없어”,남성,1,0,0,0,1,http://www.hani.co.kr/arti/society/society_general/972964.html
_,1101101.202,20201206,한국일보,"대법 ""성폭행 당한 뒤 '괜찮다' 말했다고 동의는 아냐""",남성,1,0,0,0,1,https://hankookilbo.com/News/Read/A2020120612020002009
_,1100201.202,20201206,국민일보,"‘잊고 싶었는데’ 성폭행 후 페북 친구 신청에 고소, 유죄 반전",남성,0,0,0,0,0,http://news.kmib.co.kr/article/view.asp?arcid=0015292121&code=61121111&cp=kd
_,8100401.202,20201206,YTN,"대법 ""만취 성폭행당한 뒤 '괜찮다'...성관계 동의 아니다""",남성,1,0,0,0,1,https://www.ytn.co.kr/_ln/0103_202012061108358631
_,2100201.202,20201206,머니투데이,"성폭행 당한 피해자 또 성폭행한 20대 군인 대법 ""무죄선고는 잘못""",남성,0,1,0,0,1,http://news.moneytoday.co.kr/view/mtview.php?no=2020120610590617839&type=2
_,1500601.202,20201206,매일신문,"대법 ""강간당한 뒤 '괜찮다' 말했다고 성관계 동의 아냐""",남성,0,0,0,0,0,https://news.imaeil.com/Society/2020120610513459225
_,1100701.202,20201206,세계일보,대법 “알몸상태 성폭행 피해자 재차 성폭행한 가해자에 무죄선고는 잘못”,남성,0,0,0,0,0,http://www.segye.com/content/html/2020/12/06/20201206506548.html
_,1100611.202,20201206,서울신문,성폭행 후 잔인하게 살해됐는데 세 용의자 모두 자유의 몸 됐다,남성,0,-1,0,0,-1,http://www.seoul.co.kr/news/newsView.php?id=20201206500016
_,2100601.202,20201206,한국경제,"성폭행 당한 만취 10대에 ""괜찮냐"" 물은 후 성관계한 軍하사",남성,0,0,0,0,0,https://www.hankyung.com/society/article/202012066862i
_,1100901.202,20201206,중앙일보,"""강간당한 10대 괜찮단 말이 성관계 동의냐"" 원심 꾸짖은 대법",남성,0,-1,0,0,-1,https://news.joins.com/article/olink/23532992
_,2100701.202,20201205,헤럴드경제,출소 8개월만에 이별 요구한 여친 감금 성폭행한 30대,남성,1,0,0,1,2,http://biz.heraldcorp.com/view.php?ud=20201204000894
_,8100101.202,20201204,KBS,‘성폭행 상황극 무죄’ 항소심서 뒤집혀 징역 5년,남성,1,0,1,0,2,http://news.kbs.co.kr/news/view.do?ncd=5064169&amp;ref=DA
_,1100101.202,20201204,경향신문,"‘강간 상황극’ 말 듣고 모르는 여성 성폭행한 30대, 항소심서 “실제 강간 인식” 무죄 깨고 징역 5년형",남성,0,0,0,1,1,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202012042135015&code=940301
_,1100401.202,20201204,동아일보,‘강간 상황극’ 성폭행 30대 ‘무죄’ 뒤집혀 2심서 법정구속,남성,1,0,1,0,2,https://www.donga.com/news/article/all/20201204/104293616/2
_,1100201.202,20201204,국민일보,“강간 상황극? 성폭행 인식” 실행범 무죄 뒤집혔다,남성,1,0,1,0,2,http://news.kmib.co.kr/article/view.asp?arcid=0015288874&code=61121311&cp=kd
_,1100701.202,20201204,세계일보,‘강간 상황극’ 성폭행범 무죄서 유죄로 “징역 5년”,남성,1,0,1,0,2,http://www.segye.com/content/html/2020/12/04/20201204515312.html
_,1100701.202,20201204,세계일보,‘강간상황극’ 말에 생면부지 여 성폭행한 남성 ‘무죄’서 ‘징역형’,남성,0,0,0,0,0,http://www.segye.com/content/html/2020/12/04/20201204515287.html
_,1100501.202,20201204,문화일보,“상황극 말 믿고 강간” 30대 男 1심 무죄서 항소심 징역 5년 법정구속,남성,1,0,0,-1,0,http://www.munhwa.com/news/view.html?no=20201204MW150959140418
_,1100611.202,20201204,서울신문,황당한 “강간 상황극” 엉뚱한 여성 성폭행한 30대 징역 5년,남성,1,0,1,1,3,http://www.seoul.co.kr/news/newsView.php?id=20201204500127
_,1100901.202,20201204,중앙일보,"""강간 상황극? 성폭행 인지했다""  유죄로 뒤집힌 30대의 허점",남성,0,0,0,0,0,https://news.joins.com/article/olink/23532070
_,2100101.202,20201204,매일경제,"""상황극인줄 알고 강간"" 무죄였다 항소심서 유죄",남성,1,0,0,0,1,http://news.mk.co.kr/newsRead.php?no=1249114&year=2020
_,1101101.202,20201204,한국일보,'강간 상황극' 무죄 뒤집혀 30대 男 2심서 징역 5년,남성,1,0,1,0,2,https://hankookilbo.com/News/Read/A2020120412250002914
_,1100101.202,20201204,경향신문,‘강간 상황극’ 실행범 무죄 항소심서 뒤집혀 법정구속  대전고법 징역 5년 선고,남성,1,0,1,0,2,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202012041317001&code=940301
_,1100801.202,20201204,조선일보,"무죄였던 ‘강간 상황극' 실행범, 2심서 강간죄 인정돼 징역 5년",남성,1,0,0,0,1,https://www.chosun.com/national/national_general/2020/12/04/G3WDTAAZWVF5DDAMYQQFVDV5BY/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
_,1500701.202,20201204,부산일보,"[속보] '강간상황극' 실행 남성, 1심 무죄→2심 징역 5년",남성,1,0,1,0,2,http://www.busan.com/view/busan/view.php?code=2020120411453454016
_,8100101.202,20201204,KBS,"현직 경찰관 인터넷방송 BJ, 성폭력 혐의 입건",남성,0,0,0,0,0,http://news.kbs.co.kr/news/view.do?ncd=5063504&amp;ref=DA
_,2100201.202,20201204,머니투데이,여중생 기절시켜 성폭행한 가해 중학생들 항소...누리꾼들 '격노',남성,0,-1,0,0,-1,http://news.moneytoday.co.kr/view/mtview.php?no=2020120317023481294&type=2
_,1200201.202,20201204,경인일보,'여중생 집단 성폭행 사건' 검찰 피고인 모두 항소,남성,0,0,0,0,0,http://www.kyeongin.com/main/view.php?key=20201203010000773
_,1500051.202,20201204,경남신문,경찰관이 술 취한 여성 성폭행 혐의,남성,0,0,0,0,0,
_,8100101.202,20201203,KBS,[간추린 경남] 경남경찰청 소속 경찰관 성폭행 혐의 피소,남성,0,0,0,0,0,http://news.kbs.co.kr/news/view.do?ncd=5063092&amp;ref=DA
_,1400501.202,20201203,중부일보,"인천 여중생 성폭행 사건 피고인 검찰, 모두 항소장 제출",남성,0,0,0,0,0,www.joongboo.com/news/articleView.html?idxno=363459868
_,1100201.202,20201203,국민일보,현직 경찰관이 술취한 여성 강간 혐의로 피소,남성,0,0,0,1,1,http://news.kmib.co.kr/article/view.asp?arcid=0015285518&code=61121211&cp=kd
_,1100801.202,20201203,조선일보,"현직 경찰, 술취한 여성 강간 혐의로 피소... BJ 지인도 연루",남성,0,0,0,1,1,https://www.chosun.com/national/regional/yeongnam/2020/12/03/6VENIEWCBVDIVHF6RLCT63MMQA/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
_,1100701.202,20201203,세계일보,현직 경찰이 BJ 지인과 함께 ‘음주 방송’ 준강간 혐의,남성,1,0,0,0,1,http://www.segye.com/content/html/2020/12/03/20201203520765.html
_,2100801.202,20201203,아시아경제,현직 경찰관 만취한 여성 성폭행 혐의 조사  지인 BJ도 함께 고소당해,남성,0,0,0,1,1,https://www.asiae.co.kr/article/2020120316521425139
_,1100201.202,20201203,국민일보,"‘음주 방송’한 현직 경찰관과 BJ, 성폭행 혐의로 피소",남성,1,0,0,0,1,http://news.kmib.co.kr/article/view.asp?arcid=0015284912&code=61121211&cp=kd
_,1500151.202,20201203,경남도민일보,"경남청 소속 경찰관, 성폭행 혐의로 피소",남성,0,0,0,0,0,http://www.idomin.com/news/articleView.html?idxno=746718
_,1100501.202,20201203,문화일보,현직 경찰관 성폭행 혐의 피소 술자리 만난 여성이 고소,남성,1,0,0,0,1,http://www.munhwa.com/news/view.html?no=20201203MW162538685027
_,8100401.202,20201203,YTN,"검찰, '동급생 집단 성폭행' 중학생 2명 판결에 불복 항소",남성,0,0,0,0,0,https://www.ytn.co.kr/_ln/0103_202012031604299861
_,1100201.202,20201203,국민일보,“너 킬한다” 인천 성폭행 중학생들 이어 검찰도 항소,남성,-1,0,0,0,-1,http://news.kmib.co.kr/article/view.asp?arcid=0015284664&code=61121311&cp=kd
_,1100701.202,20201203,세계일보,현직 경찰관 성폭행 혐의 피소 술자리서 만난 여성이 고소,남성,1,0,0,0,1,http://www.segye.com/content/html/2020/12/03/20201203517819.html
_,1100901.202,20201203,중앙일보,현직 경찰관 술 취한 여성 강간 혐의로 입건 인터넷 방송 BJ도,남성,0,0,0,0,0,https://news.joins.com/article/olink/23531153
_,1500701.202,20201203,부산일보,[단독]현직 경찰관 술 취한 여성 강간 혐의로 입건 인터넷 방송 BJ도 연루,남성,0,0,0,0,0,http://www.busan.com/view/busan/view.php?code=2020120313012109867
_,1700101.202,20201203,제민일보,성폭행 20대 항소심서 실형,남성,0,0,0,0,0,
_,1100801.202,20201202,조선일보,“징역 7년 너무 무거워” 여중생 집단 성폭행 중학생들 항소,남성,-1,0,0,1,0,https://www.chosun.com/national/regional/gyeonggi-incheon/2020/12/02/UWQMFFKT35EAHBQP5QUZLAAW3U/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
_,8100401.202,20201202,YTN,"여중생 집단 성폭행 중학생 2명, 1심 판결 불복 항소",남성,0,0,0,1,1,https://www.ytn.co.kr/_ln/0103_202012021801314898
_,1700201.202,20201202,한라일보,성폭행 혐의 20대 남성 1심 무죄 뒤집고 2심서 실형,남성,0,0,0,-1,-1,http://www.ihalla.com/article.php?aid=1606877265697558044
_,8100101.202,20201202,KBS,성폭행 혐의 40대 남성 무죄 “친밀한 관계로 판단”,남성,1,1,0,-1,1,http://news.kbs.co.kr/news/view.do?ncd=5061468&amp;ref=DA
_,8100101.202,20201201,KBS,성폭행 혐의 40대 남성 무죄 “친밀한 관계로 판단”,남성,1,1,0,-1,1,http://news.kbs.co.kr/news/view.do?ncd=5061302&amp;ref=DA
_,1100701.202,20201201,세계일보,"제주지검, 이별 요구한 여친 가두고 때리고 성폭행한 30대 구속 기소",남성,1,0,0,1,2,http://www.segye.com/content/html/2020/12/01/20201201520504.html
_,1100901.202,20201201,중앙일보,CCTV와 아침식사 덕분에 성폭행 혐의 벗은 지적장애인,남성,1,0,0,0,1,https://news.joins.com/article/olink/23529297
_,1100201.202,20201201,국민일보,지적장애남 성폭행 혐의 벗긴 두가지 CCTV 아침식사,남성,1,0,0,0,1,http://news.kmib.co.kr/article/view.asp?arcid=0015276035&code=61121311&cp=kd
_,1100801.202,20201201,조선일보,"지적장애 남성의 성폭행 혐의, 모텔 CCTV가 누명 벗겨줬다",남성,1,0,0,0,1,https://www.chosun.com/national/national_general/2020/12/01/BPXOVEFRDNHDFN5JCRCHSSNAEE/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
_,2100101.202,20201201,매일경제,"성폭행범 될뻔한 지적장애男, 모텔CCTV 아침식사 덕에 `무죄`",남성,1,1,0,0,2,http://news.mk.co.kr/newsRead.php?no=1234894&year=2020
_,1500901.202,20201129,울산매일,문 안 잠긴 모텔방 침입해 성폭행한 20대 징역 4년,남성,1,0,0,0,1,http://www.iusm.co.kr/news/articleView.html?idxno=893977
_,1601101.202,20201129,전북일보,성폭행 익산 목사 징역형 확정 피해 여성들 “30년 고통 마침내 끝나”,남성,0,-1,0,1,0,http://www.jjan.kr/news/articleView.html?idxno=2097007
_,1601101.202,20201129,전북일보,"‘여경 성폭행 혐의’ 전 경찰관, 항소심서 일부 무죄",남성,1,0,0,1,2,http://www.jjan.kr/news/articleView.html?idxno=2096999
_,1400501.202,20201129,중부일보,"'여중생 성폭행' 가해학생 2명, 1심서 중형 법원 ""범행 수법 충격적""",남성,0,-1,0,1,0,www.joongboo.com/news/articleView.html?idxno=363458809
_,1601001.202,20201129,전북도민일보,"동료 여경 성폭행 전직 경찰관 항소심서 감형, 강간은 ‘무죄’",남성,0,1,0,1,2,http://www.domin.co.kr/news/articleView.html?idxno=1319218
_,1100611.202,20201129,서울신문,문 잠기지 않은 모텔방 침입 성폭행 실행 선고,남성,1,0,0,0,1,http://www.seoul.co.kr/news/newsView.php?id=20201129500022
_,1100801.202,20201129,조선일보,문 안잠긴 모텔방 노렸다...만취여성 성폭행 20대 징역 4년,남성,0,0,0,1,1,https://www.chosun.com/national/regional/yeongnam/2020/11/29/LJF5S637WVFULIT2ZRNINKT64Q/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
_,1100901.202,20201129,중앙일보,"문 안 잠긴 모텔방만 노렸다, 술취한女 성폭행 20대 감방행",남성,0,0,0,1,1,https://news.joins.com/article/olink/23527125
_,7101201.202,20201129,디지털타임스,문 안 잠긴 모텔방 침입해 성폭행한 20대 징역 4년 선고,남성,1,0,0,0,1,http://www.dt.co.kr/contents.html?article_no=2020112902109919607004&ref=jeadan
_,2100101.202,20201129,매일경제,문 안 잠긴 모텔방 물색해 성폭행한 20대 `징역 4년` 선고,남성,0,-1,0,0,-1,http://news.mk.co.kr/newsRead.php?no=1225834&year=2020
_,2100101.202,20201129,매일경제,문 안 잠긴 모텔방 침입해 만취 여성 성폭행한 20대,남성,1,0,0,1,2,http://news.mk.co.kr/newsRead.php?no=1225832&year=2020
_,1100701.202,20201129,세계일보,문 안 잠긴 모텔방 침입해 성폭행 20대 징역 4년,남성,1,0,0,0,1,http://www.segye.com/content/html/2020/11/29/20201129505379.html
_,2100101.202,20201129,매일경제,"법원, 문 안 잠긴 모텔방 침입해 술 취한 여성 성폭행한 20대에 징역 4년 선고",남성,1,0,0,1,2,http://news.mk.co.kr/newsRead.php?no=1225827&year=2020
_,1100701.202,20201128,세계일보,"“기절한 딸 질질 끌고 가 합동 강간” 중학생들 징역 6, 7년",남성,-1,0,0,1,0,http://www.segye.com/content/html/2020/11/28/20201128501575.html
_,2100311.202,20201128,서울경제,'동급생 집단 성폭행' 중학생 2명에 징역 6~7년 선고,남성,0,0,0,0,0,http://www.sedaily.com/NewsView/1ZAL07FCW7
_,8100401.202,20201128,YTN,[자막뉴스] '여중생 집단 성폭행' 중학생이 범행 직후 한 행동,남성,0,0,0,0,0,https://www.ytn.co.kr/_ln/0134_202011281152407619
_,1100701.202,20201128,세계일보,"“오늘 너 KILL” 남중생 2명, 징역 6 7년 피해자 오빠 “형량 적게 나온 학생이 더 괘씸”",남성,0,-1,0,-1,-2,http://www.segye.com/content/html/2020/11/28/20201128504385.html
_,8100101.202,20201128,KBS,“범행 충격적” 집단 성폭행 중학생 2명 실형,남성,0,-1,0,0,-1,http://news.kbs.co.kr/news/view.do?ncd=5058830&amp;ref=DA
_,1100901.202,20201128,중앙일보,'인스타 죗값' 가혹? 고영욱 정준영 안희정 다 막혔다,남성,1,1,0,0,2,https://news.joins.com/article/olink/23526733
_,1200101.202,20201128,경기일보,"동급생 집단 성폭행한 중학생 2명, 장기 징역7년형",남성,0,0,0,0,0,www.kyeonggi.com/news/articleView.html?idxno=2331201
_,1100701.202,20201127,세계일보,"'집단 성폭행' 피해자 오빠의 분노 ""혐의 부인하고 역고소 용서 못 해""",남성,-1,0,0,0,-1,http://www.segye.com/content/html/2020/11/27/20201127514829.html
_,8100401.202,20201127,YTN,"'여중생 집단 성폭행' 중학생들에 최대 징역 7년...""범행 직후 하이파이브""",남성,-1,0,0,1,0,https://www.ytn.co.kr/_ln/0103_202011272228326672
_,8100101.202,20201127,KBS,성폭행 등 혐의 전직 경찰 항소심서 ‘성폭행 무죄’,남성,0,1,0,0,1,http://news.kbs.co.kr/news/view.do?ncd=5058700&amp;ref=DA
_,8100101.202,20201127,KBS,“범행 충격적” 집단 성폭행 중학생 2명 실형,남성,0,-1,0,0,-1,http://news.kbs.co.kr/news/view.do?ncd=5058603&amp;ref=DA
_,2100101.202,20201127,매일경제,`궁금한이야기Y` 목회자의 은밀한 축복기도 12년 동안 지적장애 성폭행 일삼아,남성,0,0,0,0,0,http://star.mk.co.kr/new/view.php?mc=ST&year=2020&no=1224367
_,1100101.202,20201127,경향신문,또래 여중생 집단 성폭행범에 중형,남성,0,0,0,1,1,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202011272128035&code=940301
_,1500701.202,20201127,부산일보,"'동급생 집단 성폭행' 인천 중학생 2명 법원 ""징역 6 7년""",남성,0,0,0,0,0,http://www.busan.com/view/busan/view.php?code=2020112720131082214
_,8200101.202,20201127,OBS,'집단 성폭행' 10대 남학생 2명 중형 선고,남성,0,0,0,-1,-1,http://www.obsnews.co.kr/news/articleView.html?idxno=1242599
_,8100101.202,20201127,KBS,성폭행 등 혐의 전직 경찰 항소심서 ‘성폭행 무죄’,남성,0,1,0,0,1,http://news.kbs.co.kr/news/view.do?ncd=5058549&amp;ref=DA
_,1100701.202,20201127,세계일보,"“동료와 잠자리” 자랑한 경찰관, ‘강간’ 무죄 이유는?",남성,1,0,0,0,1,http://www.segye.com/content/html/2020/11/27/20201127517770.html
_,8100401.202,20201127,YTN,"'여중생 집단 성폭행' 중학생들에 최대 징역 7년...""범행 직후 하이파이브""",남성,0,-1,0,1,0,https://www.ytn.co.kr/_ln/0103_202011271831088389
_,8100401.202,20201127,YTN,"동료 성폭행 혐의 경찰관 항소심서 '일부 무죄'...""피해자 진술 번복""",남성,1,0,0,0,1,https://www.ytn.co.kr/_ln/0115_202011271754324763
_,8200101.202,20201127,OBS,동급생 집단 성폭행 10대 2명 징역형,남성,0,0,0,0,0,http://www.obsnews.co.kr/news/articleView.html?idxno=1242584
_,1100201.202,20201127,국민일보,“매우 대담 충격적” 여중생 집단 성폭행 남학생 중형,남성,0,-1,0,0,-1,http://news.kmib.co.kr/article/view.asp?arcid=0015264224&code=61121311&cp=kd
_,1100611.202,20201127,서울신문,인천 동급생 성폭행 중학생 2명에 징역 6 7년 피해자 측 “형량 실망”,남성,0,-1,0,0,-1,http://www.seoul.co.kr/news/newsView.php?id=20201127500164
_,2100701.202,20201127,헤럴드경제,"동급생 술 먹여 집단 성폭행한 중학생들, 징역 6~7년 “수법 충격적”",남성,0,-1,0,0,-1,http://biz.heraldcorp.com/view.php?ud=20201127000746
_,2100801.202,20201127,아시아경제,"[종합] ""피해자 짐짝 옮기듯 충격적 범행"" '인천 집단성폭행' 학생 2명 실형",남성,0,-1,0,0,-1,https://www.asiae.co.kr/article/2020112716471206332
_,2100801.202,20201127,아시아경제,"여친과 10살 딸까지 '모녀 성폭행' 30대 탈북男, 성폭행 혐의 전면 부인",남성,0,-1,0,0,-1,https://www.asiae.co.kr/article/2020112716440802364
_,2100601.202,20201127,한국경제,"""피해자 진술 번복"" 동료 여경 성폭행 혐의 경찰관 '무죄'",남성,1,1,0,1,3,https://www.hankyung.com/society/article/2020112797767
_,1100801.202,20201127,조선일보,"같은 학교 여학생에 몹쓸짓했다가... 10대 2명, 중형 선고",남성,1,0,1,1,3,https://www.chosun.com/national/2020/11/27/ZKWMVSJFYNHKLIXQCH3ACMONJ4/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
