dummy,newshead,date,office,title,attacker,advantage,Evaluated,namming,partiality,Sum
_,8100301.202,20201119,SBS,엄마를 때려죽인 세자매 “엄마 친구가 시켰어요”,여성,1,0,0,0,1
_,2100801.202,20201119,아시아경제,“엄마 친구가 시켜서” 친엄마 때려 숨지게 한 세 자매,여성,1,0,0,0,1
_,1100401.202,20201119,동아일보,여성 납치하고 돈 뺏은 2인조 강도 검거,남성,0,0,0,1,1
_,1100101.202,20201117,경향신문,‘지적장애 학생’ 캐비닛 가두고 폭행한 사회복무요원 유죄확정,남성,0,0,0,0,0
_,1100101.202,20201117,경향신문,‘장애학생 고추장 학대’ 교사가 무죄에서 유죄된 이유,남성,0,0,0,0,0
_,1100201.202,20201117,국민일보,교도관들이 재소자 집단폭행 벌금형 선고,남성,0,0,0,0,0
_,1100201.202,20201117,국민일보,"""남자한텐 못하니까"" 여성만 골라 침 뱉는 척한 20대男",남성,-1,0,0,0,-1
_,2100101.202,20201117,매일경제,"사물함에 가두고, 고추냉이 먹이고 장애학생 학대 교사 등에 '집유'",남성,0,0,0,0,0
_,2100201.202,20201117,머니투데이,치매 노인 폭행한 요양보호사 2명 벌금 300만원,남성,0,0,0,0,0
_,1601001.202,20201117,전북도민일보,아파트 소음에 이웃에 흉기 휘두른 30대 입건,남성,1,0,0,0,1
_,1500901.202,20201117,울산매일,‘주식 갈등’ 아버지 폭행 감금 아들 집행유예,남성,1,0,0,0,1
_,1601101.202,20201117,전북일보,"""재소자가 반말해?"" 폭행한 의정부교도관 2명 벌금 700만원",남성,1,0,0,0,1
_,1601101.202,20201117,전북일보,컵라면 안 사준다고 선거 투표 사무원 폭행한 50대 벌금형,남성,-1,0,0,0,-1
_,1101101.202,20201117,한국일보,"""아랫집은 폭행, 윗집은 공동상해"" 전주 '층간소음 폭행' 결말",남성,0,0,0,0,0
_,1101101.202,20201117,한국일보,'장애학생 고추냉이 학대' 교사 자백 1심 무죄 2심 유죄 왜,남성,0,0,1,0,1
_,1100901.202,20201117,중앙일보,차량 부수고 경찰관 때린 남성 체포,남성,0,0,0,0,0
_,1100901.202,20201117,중앙일보,지적장애 학생에게 고추냉이 강제로 먹인 교사 징역형,남성,0,0,1,0,1
_,2100801.202,20201117,아시아경제,‘한 주먹 거리도 안되는 것들이 ’ 술 취해 경찰 폭행한 50대 집유,남성,1,0,0,0,1
_,1100801.202,20201117,조선일보,“내 기사 왜 썼어” 의자로 기자 머리 폭행한 포천시 직원,남성,1,0,0,0,1
_,1100801.202,20201117,조선일보,사물함에 넣고 고추장 먹이고 '지적장애인 학대' 교사 등에 집행유예 확정,남성,0,0,0,0,0
_,1100401.202,20201117,동아일보,대낮에 차량 부수고 경찰관 폭행한 남성 체포,남성,0,0,0,0,0
_,1100401.202,20201117,동아일보,슈퍼마켓에서 현금 훔치고 직원 폭행...40대 남성 구속,남성,0,0,0,0,0
_,2100601.202,20201117,한국경제,"[단독] 마스크 써달라고 하자 ""너 생명 끝나고 싶어?"" 난동",남성,-1,0,0,0,-1
_,1500801.202,20201117,영남일보,포천 '보건소 직원에 난동'부린 50대 여성 구속영장 기각,여성,0,0,0,0,0
_,8100401.202,20201117,YTN,"경찰, 술 취해 시민 폭행한 경찰관 감찰 착수",남성,0,0,0,0,0
_,8100401.202,20201117,YTN,‘당신 남편 신고로 처벌’ 보복폭행 50대 징역형 집행유예,남성,1,0,0,0,1
_,1200101.202,20201117,경기일보,전농 “농민수당 확대 요구” 물리적 충돌에 농민 체포,남성,1,0,0,0,1
_,1100101.202,20201116,경향신문,여성23명에 침 ‘퉤’ 20대 “코로나 우울에 여성이 약해서”,남성,1,0,1,1,3
_,1100201.202,20201116,국민일보,"경찰관, 술취해 시민에 시비걸고 '폭행' 감찰 착수",남성,1,0,0,0,1
_,1100201.202,20201116,국민일보,집회 현장서 경찰관 폭행한 30대 입건,남성,0,0,0,0,0
_,1700201.202,20201116,한라일보,'한 달간 93회 학대' 동해 공립어린이집 교사 징역형,여성,-1,0,0,0,-1
_,1700201.202,20201116,한라일보,"'말 안들었다' 세살배기 폭행 警, 베트남 엄마 동거남 체포",남성,0,0,0,0,0
_,1400401.202,20201116,중부매일,"""공무원에 침뱉은 거 아냐"" 코로나 검사 거부 난동 포천 50대 영장 기각",남성,1,0,1,0,2
_,1300201.202,20201116,강원일보,경찰관이 술에 취해 시민 폭행 소속 경찰서 감찰 중,남성,0,0,0,0,0
_,1100501.202,20201116,문화일보,3살 아들 장기파열 될 때까지 때린 베트남 엄마 ‘구속’ 19세 동거남도 공범 혐의,여성,-1,0,0,0,-1
_,1100501.202,20201116,문화일보,“칵~ 퉤” 여성만 골라 위협한 20대 男 “남성에게 뱉었다간 ”,남성,0,0,1,0,1
_,8200101.202,20201116,OBS,남편이 장애인됐는데 전직 야구선수 ‘징역 1년’ [이슈픽],남성,0,0,1,0,1
_,8200101.202,20201116,OBS,남성은 두렵다며 여성만 골라 침 뱉고 도망간 20대,남성,0,0,1,0,1
_,1100611.202,20201116,서울신문,"작년에 택시기사 때렸던 경찰관, 이번엔 모르는 시민 폭행",남성,0,-1,0,0,-1
_,1100611.202,20201116,서울신문,"여성만 골라 침 뱉는 척한 20대 ""남자한텐 못 하니까""",남성,1,0,1,0,2
_,1100901.202,20201116,중앙일보,"보건소 여직원 껴안은 포천 50대女 확진자, 영장 기각",여성,0,0,0,0,0
_,1100901.202,20201116,중앙일보,자전거 타고 여성 23명에 퉤퉤 ‘상봉동 딱딱이’ 징역 6개월 구형,남성,0,0,1,1,2
_,2100801.202,20201116,아시아경제,여성 23명에 ‘퉤’ 20대男 “왜 여자들만 노렸냐면 ”,남성,1,0,1,0,2
_,1100401.202,20201116,동아일보,"""힘 쎈 남자한텐 못 해"" 여성만 골라 침 뱉는 척한 20대",남성,1,0,1,0,2
_,2100601.202,20201116,한국경제,"입주민 대표, 관리소장에 흉기 난동...반복되는 '갑질'",남성,0,0,1,0,1
_,2100601.202,20201116,한국경제,"술 취해 시민 폭행한 경찰관...경찰, 감찰 착수",남성,1,0,0,0,1
_,8100401.202,20201116,YTN,"""너도 걸려라"" 보건소 직원 껴안은 50대 여성 구속영장 기각",여성,-1,0,0,0,-1
_,8100401.202,20201116,YTN,하남 3살 아들 때려 장기파열시킨 베트남 국적 엄마 구속,여성,-1,0,0,0,-1
_,8100401.202,20201116,YTN,3살 아들 때려 장기파열시킨 베트남 국적 엄마 구속,여성,-1,0,0,0,-1
_,8100401.202,20201116,YTN,3살 아들 때려 장기파열 베트남 국적 엄마 구속,여성,-1,0,0,0,-1
_,1200101.202,20201116,경기일보,“가출한 엄마랑 몰래 연락?” 아들에 망치 휘두른 50대 집유,남성,1,0,0,0,1
_,1100101.202,20201115,경향신문,3세 아들 때려 장기 파열시킨 베트남 국적 엄마 구속,여성,0,0,0,0,0
_,1100201.202,20201115,국민일보,"고작 세 살배기에 ""말 안들어서 때렸다""는 불법체류자 친모",여성,-1,-1,0,0,-2
_,1100201.202,20201115,국민일보,3살 아들 폭행해 장기 파열시킨 베트남 엄마 구속,여성,0,0,0,0,0
_,1500701.202,20201115,부산일보,전주 종광대2구역 수주 앞두고 동부-대림 양쪽 관련자간 폭행사건 발생,남성,0,0,0,0,0
_,1400601.202,20201115,충청일보,'가출한 엄마와 연락' 아들에게 망치 휘두른 50대 집유,남성,1,0,0,0,1
_,1400401.202,20201115,중부매일,3살 아들 장기 파열될 정도로 때린 베트남인 불법체류 여성,여성,-1,0,0,0,-1
_,1601101.202,20201115,전북일보,“가출한 엄마와 연락하다니” 아들에 망치 휘두른 아버지 집유,남성,1,0,0,0,1
_,8200101.202,20201115,OBS,“온몸을” 3살 아들 장파열 될 때까지 때린 모진 베트남 엄마 구속,여성,-1,0,0,0,-1
_,2100311.202,20201115,서울경제,'3세 아들 때려 장기 파열' 베트남 국적 엄마 구속,여성,0,0,0,0,0
_,1100611.202,20201115,서울신문,'사회복무요원 폭행' 포항 경찰 간부 해임,남성,0,0,0,0,0
_,1100611.202,20201115,서울신문,"22세 경찰대생이 현직 경찰에 ""경사고 나발이고 무릎 꿇어""",남성,-1,0,0,0,-1
_,1100901.202,20201115,중앙일보,3살 아들 장파열 될때까지 때린 베트남 20대 엄마 구속,여성,0,0,0,0,0
_,2100801.202,20201115,아시아경제,3살 아들 장파열 베트남 엄마 '구속' 친부 강제출국 동거남 '체포',여성,0,0,0,0,0
_,2100801.202,20201115,아시아경제,"경찰관 폭행 등 만취난동 부린 20대, 재판 불출석하다 실형",남성,0,0,0,0,0
_,1100801.202,20201115,조선일보,'가출 아내와 연락' 아들에게 둔기 휘두른 50대 징역형,남성,1,0,0,0,1
_,2100601.202,20201115,한국경제,3살 아들 때려 장기 파열...베트남 국적 엄마 구속,여성,0,0,0,0,0
_,8100401.202,20201115,YTN,"마스크 착용 요구한 카페 직원 폭행한 40대, 입건",남성,0,0,0,0,0
_,1400501.202,20201115,중부일보,술 취해 백화점서 소란 피우고 경찰 무릎 깨문 20대 '실형',남성,1,0,0,0,1
_,1400501.202,20201115,중부일보,"[범죄의 재구성] ""돈 받아낼래"" 차 밑에 드러누운 40대 그는 지적장애인이었다",남성,1,0,0,0,1
_,2100201.202,20201114,머니투데이,만취해 백화점서 행패부리고 경찰관 물어뜯어 재판출석까지 거부하다 실형받은 20대,남성,1,0,0,0,1
_,1100611.202,20201114,서울신문,"‘피멍 장기파열’ 세살아이 베트남 엄마의 학대, 19세 동거인도 공범 혐의",여성,0,0,0,0,0
_,1100801.202,20201114,조선일보,3살 아들 학대해 '간 파열'...베트남 여성에 구속영장,여성,-1,0,0,0,-1
_,1100401.202,20201114,동아일보,3살 아들 때린 베트남 엄마 구속영장 신청 동거남도 공범 혐의로 체포,여성,-1,0,0,0,-1
_,8100401.202,20201114,YTN,관공서 방문 소란피운 50대 입건,남성,0,0,1,0,1
_,1400501.202,20201114,중부일보,"""마스크 써달라""는 카페 직원들 폭행한 40대 입건",남성,0,0,0,0,0
_,1100201.202,20201113,국민일보,세 살배기 아들 장기 파열되도록 때린 베트남 국적 불법체류자 엄마 구속영장,여성,0,0,0,0,0
_,2100851.202,20201113,아주경제,"""더는 일 못하겠다"" 마스크 착용 요구하자 또 폭행",남성,1,0,0,0,1
_,1500701.202,20201113,부산일보,"‘세월호 추모’ 집회서 태극기 태운 남성, ‘국기모독’ 무죄 확정",남성,0,0,0,0,0
_,1101001.202,20201113,한겨레,인천논현서 '구내식당 업무 갈등' 동료 폭행한 현직 경찰 입건,남성,1,0,0,0,1
_,1500401.202,20201113,국제신문,"인천 현직 경찰관, 업무 갈등에 동료 폭행",남성,1,0,0,0,1
_,2100311.202,20201113,서울경제,'업무 문제로 갈등' 동료 경찰 수차례 폭행한 현직 경찰관,남성,1,0,0,0,1
_,2100311.202,20201113,서울경제,‘업무 갈등’ 동료 수차례 폭행 현직 경찰관 입건,남성,1,0,0,0,1
_,1100701.202,20201113,세계일보,“살살 때렸는데”라는 엄마 3살 아들은 장기 파열(종합),여성,-1,0,0,0,-1
_,1100701.202,20201113,세계일보,'3살 아이 학대' 베트남 엄마 영장 출생 신고도 못 해,여성,-1,0,0,0,-1
_,1100611.202,20201113,서울신문,"오늘부터 벌금인데 ""마스크 쓰세요"" 카페 직원에 주먹 꽂았다",남성,0,0,0,0,0
_,8100201.202,20201113,MBC,3살 아들 때려 장기파열 베트남 엄마 불법체류까지 걸렸다,여성,-1,0,0,0,-1
_,2100801.202,20201113,아시아경제,세살 아들 장기파열 학대한 베트남 엄마 구속영장,여성,0,0,0,0,0
_,1100801.202,20201113,조선일보,“마스크 써달라” 요구에 발길질한 40대 입건,남성,0,0,0,0,0
_,1100801.202,20201113,조선일보,"동료 경찰 폭행한 경찰관 입건...""구내 식당 업무 문제로 갈등""",남성,1,0,0,0,1
_,1100401.202,20201113,동아일보,[단독] '마스크 과태료' 하루 앞두고...또 '마스크 난동',남성,0,0,0,0,0
_,1100401.202,20201113,동아일보,"[자막뉴스] ""마스크 써달라"" 안내하자 갑자기 돌변한 남성",남성,0,0,1,0,1
_,8100401.202,20201113,YTN,온몸 멍 자국에 장기파열까지 3살 아들 때린 엄마 입건,여성,0,-1,0,0,-1
_,8200101.202,20201112,OBS,친딸 동생 만들어주려 입양한 16개월 여아 학대치사 母 구속,여성,-1,0,0,0,-1
_,1400501.202,20201112,중부일보,‘부산지하상가 폭행’ 영상 속 연인 경찰 출석 처벌 의사 엇갈려,남성,1,0,0,0,1
_,1200101.202,20201112,경기일보,방송 속 ‘천사엄마’ 16개월 영아 학대치사 혐의로 결국 구속,여성,0,-1,0,0,-1
_,2100701.202,20201111,헤럴드경제,16개월 입양아 학대 엄마 ‘도망 염려’ 구속,여성,0,0,0,0,0
_,2100701.202,20201111,헤럴드경제,경남 양산 ‘데이트폭력’ 한 달 만에 가해 남성 구속,남성,0,0,0,0,0
